frame_id,source_dir,frame_dir,frame_number,raw_frame_path,split,crop_count,ground_truth_code,notes,session_observations
live-user-full-20260616-201728__frame-418,live-user-full-20260616-201728,frame-418,418,raw/live-user-full-20260616-201728/debug/frame-418,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-419,live-user-full-20260616-201728,frame-419,419,raw/live-user-full-20260616-201728/debug/frame-419,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-420,live-user-full-20260616-201728,frame-420,420,raw/live-user-full-20260616-201728/debug/frame-420,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-427,live-user-full-20260616-201728,frame-427,427,raw/live-user-full-20260616-201728/debug/frame-427,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-430,live-user-full-20260616-201728,frame-430,430,raw/live-user-full-20260616-201728/debug/frame-430,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-432,live-user-full-20260616-201728,frame-432,432,raw/live-user-full-20260616-201728/debug/frame-432,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-434,live-user-full-20260616-201728,frame-434,434,raw/live-user-full-20260616-201728/debug/frame-434,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-435,live-user-full-20260616-201728,frame-435,435,raw/live-user-full-20260616-201728/debug/frame-435,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-436,live-user-full-20260616-201728,frame-436,436,raw/live-user-full-20260616-201728/debug/frame-436,val,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-440,live-user-full-20260616-201728,frame-440,440,raw/live-user-full-20260616-201728/debug/frame-440,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-443,live-user-full-20260616-201728,frame-443,443,raw/live-user-full-20260616-201728/debug/frame-443,test,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-444,live-user-full-20260616-201728,frame-444,444,raw/live-user-full-20260616-201728/debug/frame-444,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-448,live-user-full-20260616-201728,frame-448,448,raw/live-user-full-20260616-201728/debug/frame-448,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-449,live-user-full-20260616-201728,frame-449,449,raw/live-user-full-20260616-201728/debug/frame-449,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-455,live-user-full-20260616-201728,frame-455,455,raw/live-user-full-20260616-201728/debug/frame-455,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-456,live-user-full-20260616-201728,frame-456,456,raw/live-user-full-20260616-201728/debug/frame-456,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-458,live-user-full-20260616-201728,frame-458,458,raw/live-user-full-20260616-201728/debug/frame-458,test,8,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-459,live-user-full-20260616-201728,frame-459,459,raw/live-user-full-20260616-201728/debug/frame-459,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-461,live-user-full-20260616-201728,frame-461,461,raw/live-user-full-20260616-201728/debug/frame-461,test,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-464,live-user-full-20260616-201728,frame-464,464,raw/live-user-full-20260616-201728/debug/frame-464,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-466,live-user-full-20260616-201728,frame-466,466,raw/live-user-full-20260616-201728/debug/frame-466,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-467,live-user-full-20260616-201728,frame-467,467,raw/live-user-full-20260616-201728/debug/frame-467,train,8,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-469,live-user-full-20260616-201728,frame-469,469,raw/live-user-full-20260616-201728/debug/frame-469,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-471,live-user-full-20260616-201728,frame-471,471,raw/live-user-full-20260616-201728/debug/frame-471,test,8,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-474,live-user-full-20260616-201728,frame-474,474,raw/live-user-full-20260616-201728/debug/frame-474,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-475,live-user-full-20260616-201728,frame-475,475,raw/live-user-full-20260616-201728/debug/frame-475,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-477,live-user-full-20260616-201728,frame-477,477,raw/live-user-full-20260616-201728/debug/frame-477,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-478,live-user-full-20260616-201728,frame-478,478,raw/live-user-full-20260616-201728/debug/frame-478,test,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-480,live-user-full-20260616-201728,frame-480,480,raw/live-user-full-20260616-201728/debug/frame-480,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-481,live-user-full-20260616-201728,frame-481,481,raw/live-user-full-20260616-201728/debug/frame-481,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-483,live-user-full-20260616-201728,frame-483,483,raw/live-user-full-20260616-201728/debug/frame-483,train,2,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-484,live-user-full-20260616-201728,frame-484,484,raw/live-user-full-20260616-201728/debug/frame-484,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-486,live-user-full-20260616-201728,frame-486,486,raw/live-user-full-20260616-201728/debug/frame-486,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-487,live-user-full-20260616-201728,frame-487,487,raw/live-user-full-20260616-201728/debug/frame-487,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-489,live-user-full-20260616-201728,frame-489,489,raw/live-user-full-20260616-201728/debug/frame-489,val,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-490,live-user-full-20260616-201728,frame-490,490,raw/live-user-full-20260616-201728/debug/frame-490,test,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-491,live-user-full-20260616-201728,frame-491,491,raw/live-user-full-20260616-201728/debug/frame-491,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-492,live-user-full-20260616-201728,frame-492,492,raw/live-user-full-20260616-201728/debug/frame-492,train,2,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-494,live-user-full-20260616-201728,frame-494,494,raw/live-user-full-20260616-201728/debug/frame-494,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-496,live-user-full-20260616-201728,frame-496,496,raw/live-user-full-20260616-201728/debug/frame-496,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-497,live-user-full-20260616-201728,frame-497,497,raw/live-user-full-20260616-201728/debug/frame-497,test,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-498,live-user-full-20260616-201728,frame-498,498,raw/live-user-full-20260616-201728/debug/frame-498,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-499,live-user-full-20260616-201728,frame-499,499,raw/live-user-full-20260616-201728/debug/frame-499,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-500,live-user-full-20260616-201728,frame-500,500,raw/live-user-full-20260616-201728/debug/frame-500,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-501,live-user-full-20260616-201728,frame-501,501,raw/live-user-full-20260616-201728/debug/frame-501,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-502,live-user-full-20260616-201728,frame-502,502,raw/live-user-full-20260616-201728/debug/frame-502,val,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-503,live-user-full-20260616-201728,frame-503,503,raw/live-user-full-20260616-201728/debug/frame-503,train,2,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-505,live-user-full-20260616-201728,frame-505,505,raw/live-user-full-20260616-201728/debug/frame-505,train,2,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-507,live-user-full-20260616-201728,frame-507,507,raw/live-user-full-20260616-201728/debug/frame-507,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-509,live-user-full-20260616-201728,frame-509,509,raw/live-user-full-20260616-201728/debug/frame-509,train,2,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-510,live-user-full-20260616-201728,frame-510,510,raw/live-user-full-20260616-201728/debug/frame-510,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-511,live-user-full-20260616-201728,frame-511,511,raw/live-user-full-20260616-201728/debug/frame-511,test,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-513,live-user-full-20260616-201728,frame-513,513,raw/live-user-full-20260616-201728/debug/frame-513,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-514,live-user-full-20260616-201728,frame-514,514,raw/live-user-full-20260616-201728/debug/frame-514,test,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-516,live-user-full-20260616-201728,frame-516,516,raw/live-user-full-20260616-201728/debug/frame-516,test,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-517,live-user-full-20260616-201728,frame-517,517,raw/live-user-full-20260616-201728/debug/frame-517,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-518,live-user-full-20260616-201728,frame-518,518,raw/live-user-full-20260616-201728/debug/frame-518,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-521,live-user-full-20260616-201728,frame-521,521,raw/live-user-full-20260616-201728/debug/frame-521,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-522,live-user-full-20260616-201728,frame-522,522,raw/live-user-full-20260616-201728/debug/frame-522,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-525,live-user-full-20260616-201728,frame-525,525,raw/live-user-full-20260616-201728/debug/frame-525,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-527,live-user-full-20260616-201728,frame-527,527,raw/live-user-full-20260616-201728/debug/frame-527,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-528,live-user-full-20260616-201728,frame-528,528,raw/live-user-full-20260616-201728/debug/frame-528,train,8,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-529,live-user-full-20260616-201728,frame-529,529,raw/live-user-full-20260616-201728/debug/frame-529,train,2,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-530,live-user-full-20260616-201728,frame-530,530,raw/live-user-full-20260616-201728/debug/frame-530,train,2,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-531,live-user-full-20260616-201728,frame-531,531,raw/live-user-full-20260616-201728/debug/frame-531,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-532,live-user-full-20260616-201728,frame-532,532,raw/live-user-full-20260616-201728/debug/frame-532,train,4,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-534,live-user-full-20260616-201728,frame-534,534,raw/live-user-full-20260616-201728/debug/frame-534,train,2,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-536,live-user-full-20260616-201728,frame-536,536,raw/live-user-full-20260616-201728/debug/frame-536,train,8,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-538,live-user-full-20260616-201728,frame-538,538,raw/live-user-full-20260616-201728/debug/frame-538,train,6,SWE8,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-20260617-011113__frame-1,live-user-20260617-011113,frame-1,1,raw/live-user-20260617-011113/debug/frame-1,train,4,not_sticker,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-2,live-user-20260617-011113,frame-2,2,raw/live-user-20260617-011113/debug/frame-2,train,4,not_sticker,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-3,live-user-20260617-011113,frame-3,3,raw/live-user-20260617-011113/debug/frame-3,train,4,not_sticker,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-16,live-user-20260617-011113,frame-16,16,raw/live-user-20260617-011113/debug/frame-16,test,8,RSA19,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-17,live-user-20260617-011113,frame-17,17,raw/live-user-20260617-011113/debug/frame-17,train,8,RSA19,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-25,live-user-20260617-011113,frame-25,25,raw/live-user-20260617-011113/debug/frame-25,train,8,AUT4,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-27,live-user-20260617-011113,frame-27,27,raw/live-user-20260617-011113/debug/frame-27,train,8,AUT4,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-31,live-user-20260617-011113,frame-31,31,raw/live-user-20260617-011113/debug/frame-31,train,4,not_sticker,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-32,live-user-20260617-011113,frame-32,32,raw/live-user-20260617-011113/debug/frame-32,train,8,EGY5,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-38,live-user-20260617-011113,frame-38,38,raw/live-user-20260617-011113/debug/frame-38,train,8,RSA17,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-41,live-user-20260617-011113,frame-41,41,raw/live-user-20260617-011113/debug/frame-41,train,8,PAN1,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-43,live-user-20260617-011113,frame-43,43,raw/live-user-20260617-011113/debug/frame-43,train,6,not_sticker,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-48,live-user-20260617-011113,frame-48,48,raw/live-user-20260617-011113/debug/frame-48,train,6,MEX15,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-49,live-user-20260617-011113,frame-49,49,raw/live-user-20260617-011113/debug/frame-49,train,8,MEX15,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-54,live-user-20260617-011113,frame-54,54,raw/live-user-20260617-011113/debug/frame-54,train,8,GHA19,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-55,live-user-20260617-011113,frame-55,55,raw/live-user-20260617-011113/debug/frame-55,train,8,GHA19,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-59,live-user-20260617-011113,frame-59,59,raw/live-user-20260617-011113/debug/frame-59,train,8,CIV12,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-60,live-user-20260617-011113,frame-60,60,raw/live-user-20260617-011113/debug/frame-60,val,6,not_sticker,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-63,live-user-20260617-011113,frame-63,63,raw/live-user-20260617-011113/debug/frame-63,test,8,RSA6,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-64,live-user-20260617-011113,frame-64,64,raw/live-user-20260617-011113/debug/frame-64,train,8,RSA6,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-65,live-user-20260617-011113,frame-65,65,raw/live-user-20260617-011113/debug/frame-65,val,8,RSA6,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-68,live-user-20260617-011113,frame-68,68,raw/live-user-20260617-011113/debug/frame-68,train,8,RSA6,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-71,live-user-20260617-011113,frame-71,71,raw/live-user-20260617-011113/debug/frame-71,train,8,AUT8,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-79,live-user-20260617-011113,frame-79,79,raw/live-user-20260617-011113/debug/frame-79,train,8,AUS2,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-85,live-user-20260617-011113,frame-85,85,raw/live-user-20260617-011113/debug/frame-85,test,6,not_sticker,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-87,live-user-20260617-011113,frame-87,87,raw/live-user-20260617-011113/debug/frame-87,train,8,not_sticker,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-91,live-user-20260617-011113,frame-91,91,raw/live-user-20260617-011113/debug/frame-91,test,8,NZL18,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-92,live-user-20260617-011113,frame-92,92,raw/live-user-20260617-011113/debug/frame-92,val,8,NZL18,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-93,live-user-20260617-011113,frame-93,93,raw/live-user-20260617-011113/debug/frame-93,train,8,NZL18,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
live-user-20260617-011113__frame-96,live-user-20260617-011113,frame-96,96,raw/live-user-20260617-011113/debug/frame-96,test,8,CIV4,Nova coleta Pixel; rotular manualmente.,Coleta live-user-20260617-011113; dedupe exato por sha256(frame.png).
